biblio_id;judul_buku;kode_ddc;ddc_bersih;program_studi_ddc;program_studi_prediksi;confidence;multilabel_list
5394;Manajemen Personalia;658.3;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5395;Manajemen proyek;658.404;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5396;Manajemen proyek vol 2 Jilid 1;648.404;648;Umum;Umum;65.81;Umum, Administrasi Niaga
5397;Matematika teknik;510;510;Matematika;Matematika;95.35;Matematika
5398;Mechanical and structural vibrations;620.301;620;Teknik Mesin;Teknik Mesin;88.79;Teknik Mesin
5399;Memahami isi kandungan al-qur'an;297.122;297;Umum;Umum;99.08;Umum
5400;Menjadi Pembicara Hebat : 25 Kiat Dahsyat;302.2;302;Umum;Umum;98.57;Umum
5401;Merakit dan upgrade komputer : Singkat tepat jelas;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;90.26;Teknik Informatika & Komputer
5402;Microsoft Word 2002 : Singkat Tepat Jelas;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5404;Nasionalisme dan Sejarah;320.9;320;Umum;Umum;100.0;Umum
5405;Panduan Instalasi Listrik untuk Rumah : Berdasarkan PUIL 2000;621.31;621;Teknik Elektro;Teknik Elektro;93.04;Teknik Elektro
5406;Pasar modal di Indonesia : Pendekatan tanya jawab;380.1;380;Administrasi Niaga;Administrasi Niaga;79.86;Administrasi Niaga, Akuntansi
5407;Pemrograman Microsoft Visual Basic 6;005.6;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5409;Pengantar Hukum Indonesia : Buku Panduan Mahasiswa;340.095;340;Umum;Umum;98.44;Umum
5413;Pengantar pasar modal;380.1;380;Administrasi Niaga;Administrasi Niaga;74.06;Administrasi Niaga, Akuntansi
5416;Pengantar penelitian ilmiah : dasar, metoda, dan teknik;001.407 2;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;74.32;Teknik Informatika & Komputer
5417;Pengembangan internet dengan windows NT server 4.0;005.369;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5418;Pengetahuan praktis teknik radio;621.384;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5419;Penyimpangan dan kesesatan ma'had al-zaitu;297.2;297;Umum;Umum;100.0;Umum
5420;Perekonomian Indonesia : Teori Dan Temuan Empiris;338.959.8;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5421;Perencanaan dan pengembangn produk;658.575;658;Administrasi Niaga;Administrasi Niaga;98.05;Administrasi Niaga
5422;Perjanjian lisensi alih teknologi dalam pengembangan teknologi indonesia;332.77;332;Akuntansi;Akuntansi;83.7;Akuntansi
5423;Pokok-Pokok Hukum Perdata;346;346;Umum;Umum;100.0;Umum
5424;Prinsip-prinsip kimia modern;540;540;Teknik Sipil;Teknik Sipil;89.37;Teknik Sipil
5425;Prinsip-prinsip manajemen operasi;658.5;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5426;Prinsip-Prinsip Pemasaran;658.81;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5427;Prinsip-Prinsip Pemasaran JILID 1,2;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5428;Proses pengendalian manajemen;658.651 1;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5429;Psikologi Komunikasi;158;158;Umum;Umum;94.37;Umum
5431;Redesigning enterprise processes for e-business;658.4;658;Administrasi Niaga;Administrasi Niaga;91.78;Administrasi Niaga
5432;"Revolusi Cara Belajar : Belajar Akan Efektif Kalau Anda Dalam Keadaan ""Fun"" Bagian I: Keajaiban Fikiran";153.15;153;Umum;Umum;94.96;Umum
5433;Secretary & Beyond : Metamorphosis Of Secretary Profession;651.374;651;Administrasi Niaga;Administrasi Niaga;97.16;Administrasi Niaga
5434;Secrets of RF Circuit design;621.324;621;Teknik Elektro;Teknik Elektro;96.5;Teknik Elektro
5435;Servis dan reparasi auto mobil;629.28;629;Teknik Mesin;Teknik Mesin;75.72;Teknik Mesin, Umum
5436;Singkat Tepat Jelas Microsoft World 2002;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.65;Teknik Informatika & Komputer
5437;Sinyal & Sistem;629.832;629;Teknik Mesin;Teknik Mesin;74.91;Teknik Mesin, Teknik Elektro
5442;Standar Profesional Akuntan Publik : Per 1 Januari 2001, Kumpulan Interpretasi 2002-2006;657;657;Akuntansi;Akuntansi;87.97;Akuntansi
5443;Statistik : Teori dan alikasi;519.5;519;Matematika;Matematika;97.56;Matematika
5444;Step by step microsoft visual basic 6.0;005.6;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;94.8;Teknik Informatika & Komputer
5445;Strategic management concise;658.401 2;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5446;Struktur atom, struktur molekul, & sistem periodik;539.1;539;Teknik Elektro;Teknik Elektro;73.43;Teknik Elektro, Teknik Sipil
5447;Struktur bangunan bertingkat tinggi;690;690;Teknik Sipil;Teknik Sipil;93.34;Teknik Sipil
5448;Studi kelayakan proyek : teknik dan prosedur penyusunan laporan;658.421;658;Administrasi Niaga;Administrasi Niaga;95.07;Administrasi Niaga
5450;System hukum Amerika Serikat;348.73;348;Umum;Umum;97.86;Umum
5451;Teknik Mengelas : Asetelin, Brazing dan las busur listrik;671.5;671;Teknik Mesin;Teknik Mesin;92.08;Teknik Mesin
5452;Teknik Reparasi televisi berwarna;621.388;621;Teknik Elektro;Teknik Elektro;91.13;Teknik Elektro
5453;Teknik tegangan tinggi : Dasar pembangkitan dan pengukuran;621.319 13;621;Teknik Elektro;Teknik Elektro;94.01;Teknik Elektro
5455;The art of marketing a guide to web marketing : Successful promotion on the net;658.83;658;Administrasi Niaga;Administrasi Niaga;99.79;Administrasi Niaga
5456;The art of marketing branding : a practical guide to planning your strategy;658.83;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5457;The Art of marketing customer relationship marketing : Get to know your customers and win their loyalty;658.83;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5458;The art of marketing integrated marketing communications;658.83;658;Administrasi Niaga;Administrasi Niaga;96.63;Administrasi Niaga
5459;The art of Marketing successful advertising : a guide to strategy, planning and targeting;658.83;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5460;The art of marketing successful product management : a guide to strategy, planning and development;658;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5461;Time saver standars for building types;690;690;Teknik Sipil;Teknik Sipil;85.6;Teknik Sipil
5463;Toefl CBT : Test-prepessentials from the experts at cliffs notes;428;428;Umum;Umum;98.6;Umum
5465;Undang-undang pajak tahun 2000 : Ketentuan umum dan tat cara perpajakan, pajak penghasilan...;336.2;336;Akuntansi;Akuntansi;84.65;Akuntansi, Umum
5466;Undang-undang perpajakan 2000 : Gabungan pasal-pasal yang berubah dan pasal-pasal yang tidak berubah serta penjelasannya dilengkapi dengan peraturan dan keputusan dalam pelaksanaan undang-undang perpajakan tahun 2000;343.04;343;Umum;Umum;100.0;Umum
5467;What the printer should know about ink;667.5;667;Teknik Sipil;Teknik Sipil;81.13;Teknik Sipil
5469;Aa Gym dan Fenomena Daarut Tauhiid;152.4;152;Umum;Umum;100.0;Umum
5471;Aa Gym dan Fenomena Daarut Tauhiid : Memperbaiki Diri lewat Manajemen Qalbu;152.4;152;Umum;Umum;98.58;Umum
5474;Ahli sunah menjawab ahmadiyah;297.86;297;Umum;Umum;100.0;Umum
5475;Akuntansi biaya dan akuntansi manajemen untuk teknologi maju dan globalisasi;657.42;657;Akuntansi;Akuntansi;96.32;Akuntansi
5483;Akuntansi Intermediate Jilid 1,2,3;657.044;657;Akuntansi;Akuntansi;100.0;Akuntansi
5484;Al-Qur'an Sebagai  Pedoman Hidup;297.122;297;Umum;Umum;100.0;Umum
5487;Analisis kimia kuantutatif;540;540;Teknik Sipil;Teknik Sipil;89.73;Teknik Sipil
5488;Analisis rangkaian linier;621.3192;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5491;Basic marketing a global managerial approach;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5492;Bekal Seorang Dai;297.2;297;Umum;Umum;100.0;Umum
5493;Bid'ah-Bid'ah terhadap Al-Qur'an;297.122;297;Umum;Umum;100.0;Umum
5494;Biografi Gus Dur : The authorized biography of Abdurahman Wahid;920.71;920;Umum;Umum;100.0;Umum
5495;Business agility;658.84;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5496;Business management and globalisation : Globalisation and marketing management;658.11;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5497;Cases in e-commerce;658.84;658;Administrasi Niaga;Administrasi Niaga;92.67;Administrasi Niaga
5500;Computer Networking : Jaringan Komputer;004.65;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5501;Corporate finance;658.15;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5502;Creating effective marketing plan;380.1;380;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5503;Cyberlaw & E-commerce;343.730 9;343;Umum;Umum;92.43;Umum
5504;Dasar-dasar elektronika;621.381;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5507;Data arsitek jilid 2;720;720;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;97.24;Teknik Grafika & Penerbitan
5508;E-Business and E-Commerce infrastructure : Technologies supporting the e-business initiative;658.84;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5509;Ekonometrika pengantar;330.015 195;330;Administrasi Niaga;Administrasi Niaga;90.81;Administrasi Niaga
5511;Ekonomi teknik analisis;338.826;338;Administrasi Niaga;Administrasi Niaga;96.39;Administrasi Niaga
5512;Ekonomika pengantar;330;330;Administrasi Niaga;Administrasi Niaga;98.71;Administrasi Niaga
5513;Electric machinery and power system fundamentals;621.310 42;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5514;Engineering economiy;658.152;658;Administrasi Niaga;Administrasi Niaga;80.52;Administrasi Niaga
5515;Entrepreneurship;658.421;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5516;Estetika : makna, simbol dan daya;111.85;111;Umum;Umum;78.73;Umum, Teknik Mesin
5517;Event planning ethics and etiquette : A principled approach to business of special event management;394.2068;394;Umum;Umum;67.64;Umum, Administrasi Niaga
5520;Foundations of electronics;621.381;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5521;Fundamentals of grafics communications;604.2;604;Teknik Mesin;Teknik Mesin;98.49;Teknik Mesin
5522;Geotechnical earthqueke engineering handbook;624.176 2;624;Teknik Sipil;Teknik Sipil;99.08;Teknik Sipil
5523;Harry potter and the deathly hallows : Harry potter dan relikui kematian;813;813;Umum;Umum;100.0;Umum
5524;Hidrolika terapan : aliran pada saluran terbuka dan pipa;628.162;628;Teknik Sipil;Teknik Sipil;95.94;Teknik Sipil
5525;Himpunan Peraturan Perundang-Undangan Republik Indonesia Tahun 2001 (3);624.171;624;Teknik Sipil;Teknik Sipil;85.63;Teknik Sipil
5526;How to prepare for the Toefl Test : Test of english as a foright language;428;428;Umum;Umum;100.0;Umum
5527;Hukum bisnis;346.07;346;Umum;Umum;100.0;Umum
5528;Hukum Pajak : Dilengkapi Dengan Latihan Soal;343.04;343;Umum;Umum;82.26;Umum, Akuntansi
5529;Hukum perjanjian;346.02;346;Umum;Umum;100.0;Umum
5530;Hukum surat berharga dan perkembangannya di Indonesia;346.092.2;346;Umum;Umum;95.27;Umum
5531;Introduction to transportation engineering;629.04;629;Teknik Mesin;Teknik Mesin;77.71;Teknik Mesin, Teknik Sipil
5532;Jejak Juang Palestina;956.94;956;Umum;Umum;100.0;Umum
5533;Kalkulus lanjut;515;515;Matematika;Matematika;96.93;Matematika
5534;Kamus kimia;540.3;540;Teknik Sipil;Teknik Sipil;90.18;Teknik Sipil
5535;Keyakinan al - kadiyani;297.2;297;Umum;Umum;100.0;Umum
5536;kisah-kisah sepanjang zaman;333.79;333;Administrasi Niaga;Administrasi Niaga;62.66;Administrasi Niaga, Umum
5538;Konsep produk dan inplementasi operasional;332.1;332;Akuntansi;Akuntansi;95.03;Akuntansi
5540;Manajemen pemasaran bank;658.8;658;Administrasi Niaga;Administrasi Niaga;95.43;Administrasi Niaga
5541;Materi Pokok: Dasar-Dasar Agama Islam : MKDU4201/2SKS/Modul 1-6;297;297;Umum;Umum;100.0;Umum
5542;McQuail's reader in mass communication theory;659.3;659;Administrasi Niaga;Administrasi Niaga;72.99;Administrasi Niaga, Umum
5543;Mechanical systems for industrial maintenence;658.27;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5544;Memakai Coreldraw 11;005.756.5;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;97.82;Teknik Informatika & Komputer
5546;Mengapa kita menolak syiah;297.2;297;Umum;Umum;100.0;Umum
5547;Menggambar suatu proses kreatif;741.6;741;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;96.12;Teknik Grafika & Penerbitan
5548;Menguasai pemrograman database dengan visual  basic 6, buku 1 dan 2;005.268;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;99.0;Teknik Informatika & Komputer
5549;Menuju Hati Yang Bersih;297.7;297;Umum;Umum;100.0;Umum
5550;Meta failures : mechanism, analysis, prevention;620.166;620;Teknik Mesin;Teknik Mesin;80.74;Teknik Mesin
5551;Microsoft access 2002;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5552;Microsoft Visual Basic 6.0;005.362;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5554;Mikroprosesor Intel : 8086/8088, 80186, 80188, 80286, 80386, 80486, pentium, dan pentium-Pro : Arsitektur, Pemrograman, Antarmuka;004.165;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5555;Mikroprosesor Intel : 8086/8088, 80186/80188, 80286, 80386, 80486, Pentium, dan Pentium-Pro: Arsitektur, Pemrograman, Antarmuka;004.165;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;94.73;Teknik Informatika & Komputer
5556;Mine till midnight : Janji ditengah malam;818;818;Umum;Umum;100.0;Umum
5559;Modern Electronic Communication;621.382;621;Teknik Elektro;Teknik Elektro;94.35;Teknik Elektro
5560;Organization behavior scuring competitive advantage;658;658;Administrasi Niaga;Administrasi Niaga;95.77;Administrasi Niaga
5561;Pemahaman Praktis undang-undang perpajakan Indonesia;343.04;343;Umum;Umum;88.3;Umum
5562;Pemograman Microsoft visual basic 6;005.6;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;95.25;Teknik Informatika & Komputer
5564;Pendidikan Kewarganegaraan;323.6;323;Umum;Umum;100.0;Umum
5565;Pengantar bisnis medern : Pengantar ekonomi perusahaan modern;650.1;650;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5568;Pengantar Teori Makroekonomi;339;339;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5573;Pengaruh sistem konpensasi terhadap tingkat kehadiran...;370.1;370;Umum;Umum;84.25;Umum, Administrasi Niaga
5574;Pengatar Ekonomi Perusahaan;338.7;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5575;Peranti untuk belajar sendiri : Step by step microsoft visual basic 6.0;005.6;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5577;Perilaku konsumen;658.834;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5580;Perpindahan Kalor : Untuk Mahasiswa Teknik;536.6;536;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5582;Perpindahan Kalor Untuk Mahasiswa Teknik;536.6;536;Teknik Elektro;Teknik Elektro;93.19;Teknik Elektro
5583;Perubahan Ke empat UUD 45 dan Ketetapan-ketetapan MPR Tahun 2002;34203;342;Umum;Umum;100.0;Umum
5584;Perubahan Ke Empat UUD. 1945 dan Ketetapan-Ketetapan MPR Tahun 2000 Tahun 2002;342.03;342;Umum;Umum;100.0;Umum
5585;Perubahan Ke Empat UUD. 1945 dan Ketetapan-Ketetapan MPR Tahun 2002;342.03;342;Umum;Umum;96.73;Umum
5586;Petunjuk melamar pekerjaan : Cara menulis bahasa Indonesia, bahasa Inggris surat lamaran, letter applications riwayat hidup curiculum vitae wawancara, interview;658.31;658;Administrasi Niaga;Administrasi Niaga;86.24;Administrasi Niaga
5587;Petunjuk Pelaksanaan : Pembentukan, Pengesahan Akta Pendirian dan Perubahan Anggaran Dasar Koperasi;334;334;Administrasi Niaga;Administrasi Niaga;80.88;Administrasi Niaga, Umum
5589;Pokok-pokok pengetahuan hukum dagang Indonesia;343.8;343;Umum;Umum;90.53;Umum
5590;Prinsip-rinsip prilaku organisasi;658.1;658;Administrasi Niaga;Administrasi Niaga;91.29;Administrasi Niaga
5591;Psikologi Industri;158.7;158;Umum;Umum;99.61;Umum
5592;Psikologi pelayanan dalam industri jasa;338.4019;338;Administrasi Niaga;Administrasi Niaga;71.14;Administrasi Niaga, Umum
5593;Rahasia Sukses Membangun Kecerdasan Emosi dan Spiritual ESQ : Emotional Spiritual Quotient Berdasarkan 6 Rukun Iman dan 5 Rukun Islam;152.4;152;Umum;Umum;100.0;Umum
5594;Rangkaian listrik jilid 1 & 2;621.3;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5596;Schau's outline of theory and problems of computer networkiong;004.6;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;92.7;Teknik Informatika & Komputer
5597;Seri panduan pemrograman Database visual basic 6.0 dengan crystal report;005.74;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5598;Signals and systems;621.382;621;Teknik Elektro;Teknik Elektro;80.86;Teknik Elektro, Teknik Mesin
5599;Standar Akuntansi Keuangan : Per 1 April 2002;657;657;Akuntansi;Akuntansi;96.76;Akuntansi
5601;Standar Akuntansi Keuangan : Per 1 April 2002 dan per 1 Oktober 2004;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
5602;Strategic planning for information systems;658.403 8;658;Administrasi Niaga;Administrasi Niaga;99.12;Administrasi Niaga
5603;Systems analysis & Design an object-oriented approach with UML;004.21;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;97.37;Teknik Informatika & Komputer
5604;Tata cara perhitungan struktur beton untuk bangunan gedung;698.5;698;Teknik Sipil;Teknik Sipil;97.8;Teknik Sipil
5605;Teach Yourshelf TCP : IP Networking in 21 day;004.68;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.26;Teknik Informatika & Komputer
5606;The art of training and development in management;658.312;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5607;The marketing game : with student CD-Rom;658.8;658;Administrasi Niaga;Administrasi Niaga;99.4;Administrasi Niaga
5608;Akuntansi : Suatu siklus dan pajak untuk perusahaan industri dan dagang;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
5609;Analisis SWOT teknik membedah kasus bisnis : Reorientasi konsep perencanaan untuk menghadapi abad 21;658.401;658;Administrasi Niaga;Administrasi Niaga;88.3;Administrasi Niaga
5610;Aplikasi autocad;001.6;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.02;Teknik Informatika & Komputer
5611;Aplikasi AutoCad 2002 untuk teknik mesin;001.6;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;85.16;Teknik Informatika & Komputer
5612;Aspek hukum dalam bisnis;346.07;346;Umum;Umum;100.0;Umum
5613;Auditing and Assurance Services an integrated aproach;657.836;657;Akuntansi;Akuntansi;95.34;Akuntansi
5615;Auditing buku 1;657.45;657;Akuntansi;Akuntansi;100.0;Akuntansi
5616;Beton prategang : Suatu pendekatan mendasar;691.3;691;Teknik Sipil;Teknik Sipil;91.98;Teknik Sipil
5617;Biologi molekuler sel;574.8;574;Sains;Sains;93.0;Sains
5618;Business and administrative communications;658.45;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5619;Business Communication Today;382.5;382;Administrasi Niaga;Administrasi Niaga;91.05;Administrasi Niaga
5620;Civil and environmental system engineerng;624.015;624;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
5621;Civil engineer's illustrated sourcebook;624;624;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
5622;Computer assisted auditing with microsoft great plains dynamics;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;87.82;Teknik Informatika & Komputer
5623;Customer Service Cara Efektif Memuaskan Pelanggan;381.3;381;Administrasi Niaga;Administrasi Niaga;99.31;Administrasi Niaga
5624;Dasar-dasar kimia logam;533.2;533;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5625;Dasar-dasar organisasi dan manajemen;658;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5626;Dasar - dasar pemrograman borland c++;005.369;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;95.44;Teknik Informatika & Komputer
5627;Database Management systems;005.74;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;95.56;Teknik Informatika & Komputer
5629;Desain dan animasi menggunakan macromedia Firework MX;006.696;6;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
5630;Dibalik invasi AS ke Irak;343;343;Umum;Umum;100.0;Umum
5631;Digital color imaging handbook;621.367;621;Teknik Elektro;Teknik Elektro;83.7;Teknik Elektro
5632;Discussion based online teaching to enhance student learning : Theory practice and assesment;378.1734;378;Umum;Umum;97.41;Umum
5633;Draft buku teks : Manajemen Keuangan;658.15;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5634;Electrical equipment hanbook;621.310420;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
5635;Etika bisnis jabatan perbankan;174.4;174;Umum;Umum;92.29;Umum
5636;Even more excelent HTML Reference guide;005.72;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;98.13;Teknik Informatika & Komputer
5637;even more exelent HTML with XML, XHTML, and JAVASCRIT;005.72;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;94.51;Teknik Informatika & Komputer
5638;Executive's guide to knowledge management : Puncak keunggulan kompetitif;658.15;658;Administrasi Niaga;Administrasi Niaga;91.96;Administrasi Niaga
5639;Financial Management : Principles And Applications;658.15;658;Administrasi Niaga;Administrasi Niaga;90.85;Administrasi Niaga
5640;Financial statement analysis : a valuation approach;332.011 2;332;Akuntansi;Akuntansi;100.0;Akuntansi
5641;Fisika dasar : Untuk mahasiswa non eksakta bidang ilmu terapan;530;530;Teknik Elektro;Teknik Elektro;92.84;Teknik Elektro
5644;Handbook of electrical design details;621.319 24;621;Teknik Elektro;Teknik Elektro;83.42;Teknik Elektro
5645;Handbook of mechanical design;621.815;621;Teknik Mesin;Teknik Mesin;94.61;Teknik Mesin
5646;Hidrolika dan pneumatika pedoman bagi teknisi dan insinyur;660.284 425;660;Teknik Mesin;Teknik Mesin;70.83;Teknik Mesin
5647;Hukum adat Indonesia : Perkembangannya dari masa ke masa;340.598;340;Umum;Umum;95.17;Umum
5648;Hukum dan ketentuan perbankan di Indonesia;346.082;346;Umum;Umum;100.0;Umum
5649;Hukum dan ketentuan perbankan di Indopnesia : Widjarnato;346.082;346;Umum;Umum;91.48;Umum
5650;Hukum tentang perlindungan konsumen;381.34;381;Administrasi Niaga;Umum;51.84;Umum, Administrasi Niaga
5651;Ilmu Komunikasi : Suatu pengantar;302.2;302;Umum;Umum;100.0;Umum
5652;Internet Marketing : building advantage in a networked economy;658.84;658;Administrasi Niaga;Administrasi Niaga;99.72;Administrasi Niaga
5653;Introduction to e-commerce;658.84;658;Administrasi Niaga;Administrasi Niaga;95.31;Administrasi Niaga
5655;Introductrion to E-Commerce;658.84;658;Administrasi Niaga;Administrasi Niaga;94.33;Administrasi Niaga
5656;Jurnal : Harga Bahan Bangunan, Konstruksi dan Interior;694.070;694;Teknik Sipil;Teknik Sipil;88.28;Teknik Sipil
5657;Jurnal Harga Bahan Bangunan, Konstruksi Dan Interior;694.070;694;Teknik Sipil;Teknik Sipil;75.4;Teknik Sipil, Teknik Grafika & Penerbitan
5659;Kamus istilah pariwisata dan perhotelan;910.2;910;Umum;Umum;100.0;Umum
5660;Kelembagaan dan ekonomi rakyat;330.0;330;Administrasi Niaga;Administrasi Niaga;93.68;Administrasi Niaga
5661;Keputusan presiden RI No.20 thn.2003 tentang pedoman pelaksanaan pengadaan barang atau jasa;320.84;320;Umum;Umum;83.85;Umum, Administrasi Niaga
5662;Kimia dasar : konsep-konsep inti;540;540;Teknik Sipil;Teknik Sipil;78.74;Teknik Sipil
5664;Kimia organik : suatu kuliah singkat;547;547;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
5665;Kinematics and dynamics of machinery;531.112;531;Teknik Elektro;Teknik Elektro;75.57;Teknik Elektro, Teknik Mesin
5666;Kumpulan puisi kepada cium;808.81;808;Umum;Umum;86.51;Umum
5667;Machine tool technology basics;621.9;621;Teknik Mesin;Teknik Mesin;88.88;Teknik Mesin
5669;Managers not mbas : A hard look at soft practice of managing and management development;658.007;658;Administrasi Niaga;Administrasi Niaga;87.95;Administrasi Niaga
5670;Managing siftware requirements : A use case approach;005.1068;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;95.72;Teknik Informatika & Komputer
5671;Managing software requirements : A use case approach;005.1 068;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;89.57;Teknik Informatika & Komputer
5674;Manajemen Kualitas pendekatan sisi kualitatip;658.262;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5675;Manajemen Perbankan;658.1511;658;Administrasi Niaga;Administrasi Niaga;83.22;Administrasi Niaga, Akuntansi
5676;Manajemen perkreditan : Usaha kecil menengah;658.88;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5677;MAnajemen perkeriditan : Usaha kecil dan menengah;658.88;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5678;Manajemen Perkreditan : Usaha Kecil Dan Menengah;658.88;658;Administrasi Niaga;Administrasi Niaga;97.47;Administrasi Niaga
5679;Manajemen perusahaan : Suatu pendekatan operatif dan sistem informasi;658;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5680;Manajemen stategis;658.401 2;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5681;Manajemen strategis;658.401 2;658;Administrasi Niaga;Administrasi Niaga;98.67;Administrasi Niaga
5683;Manajemen syariah dalam praktik;658;658;Administrasi Niaga;Administrasi Niaga;85.28;Administrasi Niaga
5684;MArketing management an asian perspective;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
5685;MAsa depan kebebasan;321.8;321;Umum;Umum;100.0;Umum
5688;Matematka teknik;510;510;Matematika;Matematika;98.67;Matematika
5691;Mekanika Teknik :  Statistika;531.12;531;Teknik Elektro;Teknik Elektro;70.26;Teknik Elektro, Teknik Mesin
5692;Mengelola transaksi bisnis dengan accurate;005.369;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;82.98;Teknik Informatika & Komputer
5694;Mengenal Islam;297;297;Umum;Umum;99.67;Umum
5696;Menyusun laporan keuangan perusahaan kecil dengan menggunakan template microsoft excel XP;005.369;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;89.48;Teknik Informatika & Komputer
